,GEOID_20,tract_number,TRACT_20_L,F2010_P_24,F2010_P_25,F2010_P_26,total_population,one_race_pop,white_pop,black_pop,native_am_alaskan_pop,asian_pop,pacific_island_pop,other_race_pop,two_races_pop,latino_pop,F2020_P_10,F2020_P_11,F2020_P_12,F2020_P_13,F2020_P_14,F2020_P_15,F2020_P_16,F2020_P_17,F2020_P_18,F2020_P_19,F2020_P_20,F2020_P_21,F2020_P_22,F2020_P_23,F2020_P_24,F2020_P_25,F2020_P_26,AREA_ACRES,AREA_SQMI,geometry,one_race_pop_perc,white_pop_perc,black_pop_perc,native_am_alaskan_pop_perc,asian_pop_perc,pacific_island_pop_perc,other_race_pop_perc,two_races_pop_perc,latino_pop_perc,Time_Diff_Minutes,geojson
0,53033000101,Census Tract 1.01,1.01,136,3,9,3759,3326,1541,806,76,563,17,323,433,644,3115,1452,789,26,554,15,26,253,2307,3139,620,505,2040,1902,138,33,0,102.503713034,0.160162051636,"POLYGON ((-122.29655766335686 47.73198253166577, -122.29656365757766 47.73076353182778, -122.29654065419449 47.73015653257335, -122.29650665349808 47.72985353253941, -122.29644064376093 47.72791353272723, -122.29641963683856 47.726516533320655, -122.2946256369935 47.72650153680675, -122.29458663713324 47.726501537248716, -122.29358563632651 47.72649253914086, -122.29227963696607 47.72648154213423, -122.2909216365241 47.726469544962164, -122.28957363534354 47.7264555480848, -122.28962164495135 47.72828454827411, -122.28966965350185 47.730105547320264, -122.28971966215381 47.731937546979644, -122.28976666978326 47.73373954735187, -122.29111167005838 47.733747543738154, -122.29145767059414 47.73374954322647, -122.29244867070248 47.73375854039357, -122.29382367092664 47.73376953769418, -122.2947056715971 47.733776535631726, -122.29517667126989 47.73378053501174, -122.29531967145185 47.73378153408335, -122.29653367169637 47.73379153154434, -122.29654766640286 47.73271953193252, -122.29655766335686 47.73198253166577))",0.8848097898377228,0.40994945464219207,0.21441872838520884,0.020218143123171058,0.14977387603085926,0.004522479382814578,0.085927108273477,0.1151902101622772,0.1713221601489758,43.8111305536113,"{'type': 'Polygon', 'coordinates': (((-122.29655766335686, 47.731982531665786), (-122.29656365757766, 47.73076353182776), (-122.29654065419449, 47.73015653257335), (-122.29650665349808, 47.72985353253941), (-122.29644064376093, 47.727913532727236), (-122.29641963683856, 47.72651653332066), (-122.2946256369935, 47.726501536806744), (-122.29458663713324, 47.72650153724872), (-122.29358563632651, 47.726492539140864), (-122.29227963696607, 47.72648154213421), (-122.2909216365241, 47.726469544962164), (-122.28957363534354, 47.72645554808479), (-122.28962164495135, 47.728284548274104), (-122.28966965350185, 47.73010554732026), (-122.28971966215381, 47.73193754697964), (-122.28976666978326, 47.733739547351874), (-122.29111167005838, 47.73374754373814), (-122.29145767059414, 47.733749543226466), (-122.29244867070248, 47.733758540393566), (-122.29382367092664, 47.73376953769417), (-122.2947056715971, 47.733776535631726), (-122.29517667126989, 47.733780535011746), (-122.29531967145185, 47.733781534083356), (-122.29653367169637, 47.73379153154435), (-122.29654766640286, 47.73271953193252), (-122.29655766335686, 47.731982531665786)),)}"
1,53033000102,Census Tract 1.02,1.02,161,1,34,4321,3888,2550,439,34,700,13,152,433,354,3967,2466,436,18,696,12,31,308,1855,3723,598,348,2189,2090,99,51,0,596.442465284,0.931941352128,"POLYGON ((-122.29641963683856 47.726516533320655, -122.29639662886349 47.72470953367827, -122.29637362037066 47.722905534027, -122.29635061159873 47.72109853406207, -122.29632860408128 47.7192905342302, -122.29524760282054 47.71928453639768, -122.29392160249661 47.719276540006604, -122.29274460344153 47.71927054170244, -122.29079860269152 47.71925954667319, -122.28935260229383 47.71924654933787, -122.2885436026445 47.71924055166532, -122.28734860180623 47.71923055420796, -122.2863046012849 47.71922155651805, -122.2859426015644 47.719195557277196, -122.2853746008524 47.71921255857942, -122.2853446008918 47.71921355861981, -122.2850076017253 47.71921055912107, -122.28474060126632 47.71922455967702, -122.28412060151885 47.719238560638814, -122.28339660136979 47.71923656275671, -122.28327160132423 47.71921656295276, -122.28323160073893 47.71919556321089, -122.28020560063226 47.71917257009929, -122.28002760079312 47.719154569746046, -122.27948859932668 47.71905257155121, -122.27938659995723 47.719067571303825, -122.27805059865878 47.7189275741592, -122.27123659802011 47.7188645892582, -122.27193660507923 47.72044158775825, -122.27328863066606 47.725793584650546, -122.2733206314258 47.72592058419689, -122.27347563391554 47.72648358416664, -122.27350463418463 47.726585584153945, -122.27353263460765 47.72668758416688, -122.2736016359691 47.726935583590105, -122.27438166699753 47.73349758152903, -122.27441066707485 47.733739581868086, -122.27494166789816 47.73373957999189, -122.27964666822652 47.73374257004512, -122.28064766804982 47.73374256767795, -122.2820256691729 47.73374456430102, -122.28377166900856 47.73374256060004, -122.28455166908994 47.73374455865716, -122.2846766695382 47.73374455864439, -122.28597066931266 47.733739555683805, -122.28633666986771 47.73373655443826, -122.28672466996207 47.733731553470136, -122.28706366914297 47.733728553004234, -122.28842866985063 47.733736550099955, -122.28976666978326 47.73373954735187, -122.28971966215381 47.731937546979644, -122.28966965350185 47.730105547320264, -122.28962164495135 47.72828454827411, -122.28957363534354 47.7264555480848, -122.2909216365241 47.726469544962164, -122.29227963696607 47.72648154213423, -122.29358563632651 47.72649253914086, -122.29458663713324 47.726501537248716, -122.2946256369935 47.72650153680675, -122.29641963683856 47.726516533320655))",0.8997917148808147,0.5901411710252257,0.1015968525804212,0.007868548947003009,0.16199953714417958,0.003008562832677621,0.035177042351307565,0.10020828511918538,0.08192548021291368,46.47436920596534,"{'type': 'Polygon', 'coordinates': (((-122.29641963683856, 47.72651653332066), (-122.29639662886349, 47.72470953367827), (-122.29637362037066, 47.72290553402699), (-122.29635061159873, 47.721098534062065), (-122.29632860408128, 47.7192905342302), (-122.29524760282054, 47.71928453639769), (-122.29392160249661, 47.719276540006604), (-122.29274460344153, 47.71927054170243), (-122.29079860269152, 47.71925954667319), (-122.28935260229383, 47.71924654933787), (-122.2885436026445, 47.71924055166532), (-122.28734860180623, 47.71923055420796), (-122.2863046012849, 47.71922155651805), (-122.2859426015644, 47.719195557277175), (-122.2853746008524, 47.719212558579436), (-122.2853446008918, 47.71921355861982), (-122.2850076017253, 47.71921055912107), (-122.28474060126632, 47.71922455967701), (-122.28412060151885, 47.71923856063883), (-122.28339660136979, 47.71923656275672), (-122.28327160132423, 47.71921656295276), (-122.28323160073893, 47.71919556321088), (-122.28020560063226, 47.71917257009928), (-122.28002760079312, 47.71915456974604), (-122.27948859932668, 47.719052571551224), (-122.27938659995723, 47.719067571303825), (-122.27805059865878, 47.7189275741592), (-122.27123659802011, 47.7188645892582), (-122.27193660507923, 47.720441587758266), (-122.27328863066606, 47.72579358465055), (-122.2733206314258, 47.72592058419689), (-122.27347563391554, 47.72648358416664), (-122.27350463418463, 47.726585584153916), (-122.27353263460765, 47.72668758416687), (-122.2736016359691, 47.726935583590105), (-122.27438166699753, 47.73349758152903), (-122.27441066707485, 47.7337395818681), (-122.27494166789816, 47.733739579991884), (-122.27964666822652, 47.73374257004513), (-122.28064766804982, 47.73374256767796), (-122.2820256691729, 47.73374456430102), (-122.28377166900856, 47.73374256060004), (-122.28455166908994, 47.73374455865715), (-122.2846766695382, 47.73374455864438), (-122.28597066931266, 47.733739555683805), (-122.28633666986771, 47.733736554438266), (-122.28672466996207, 47.73373155347014), (-122.28706366914297, 47.73372855300425), (-122.28842866985063, 47.73373655009995), (-122.28976666978326, 47.733739547351874), (-122.28971966215381, 47.73193754697964), (-122.28966965350185, 47.73010554732026), (-122.28962164495135, 47.728284548274104), (-122.28957363534354, 47.72645554808479), (-122.2909216365241, 47.726469544962164), (-122.29227963696607, 47.72648154213421), (-122.29358563632651, 47.726492539140864), (-122.29458663713324, 47.72650153724872), (-122.2946256369935, 47.726501536806744), (-122.29641963683856, 47.72651653332066)),)}"
2,53033000201,Census Tract 2.01,2.01,108,4,21,4416,3925,2473,403,28,770,14,237,491,496,3920,2393,401,16,764,14,25,307,2023,3749,667,405,2134,2049,85,13,0,446.424495922,0.697538274969,"POLYGON ((-122.32359261753908 47.72130847355348, -122.32360660891395 47.719491474306864, -122.32087760785902 47.71947348019844, -122.31814860791059 47.71945548646638, -122.31769460848759 47.71958948699237, -122.31737460853248 47.71950848786751, -122.31701560772574 47.719447488773284, -122.31618860777448 47.71944249079055, -122.31542160737324 47.71943749232624, -122.31480960752948 47.71943449351268, -122.31405760679934 47.71944549548964, -122.31269360665019 47.71944349857167, -122.31198760638816 47.71943049960054, -122.31134160641396 47.71940750126915, -122.31090560669756 47.71940350180612, -122.30998960582481 47.71939550456075, -122.30911860571369 47.7193875058913, -122.30728660596111 47.719370510059214, -122.30728761469314 47.72120751008377, -122.3072886145813 47.721248509844834, -122.3072886175743 47.72184950981491, -122.30734061981778 47.72242950941262, -122.30728962282278 47.72298850961272, -122.30729063089304 47.72479950909584, -122.30729163906048 47.72659350869075, -122.30909063985236 47.72659750464825, -122.30997863991777 47.7266015030649, -122.30998964490414 47.7275375026539, -122.3099996485497 47.728445502563986, -122.31002065690657 47.73027950195113, -122.31004066624504 47.732103501564254, -122.31006167399413 47.733926501212146, -122.31276367501526 47.733957495317604, -122.31545667544363 47.73398248901583, -122.31677367560782 47.73399548560172, -122.31813067605884 47.734008482446015, -122.32081467632652 47.73403347677957, -122.32223267647637 47.7340464731481, -122.32360267765314 47.73405947002082, -122.32358867254871 47.73318447047166, -122.32356467123611 47.73287747035306, -122.3235496705901 47.73268347120188, -122.32353466502015 47.731531471303235, -122.32353066340978 47.731190471195305, -122.32356663435108 47.724940472499064, -122.32357362984897 47.723867472812664, -122.3235796261511 47.72310047309406, -122.32358362312053 47.72257647384143, -122.32358562175267 47.72231947374455, -122.32359261753908 47.72130847355348))",0.8888134057971014,0.5600090579710145,0.0912590579710145,0.006340579710144928,0.1743659420289855,0.003170289855072464,0.05366847826086957,0.11118659420289854,0.11231884057971014,40.782036736898974,"{'type': 'Polygon', 'coordinates': (((-122.32359261753908, 47.72130847355348), (-122.32360660891395, 47.719491474306864), (-122.32087760785902, 47.71947348019843), (-122.31814860791059, 47.71945548646638), (-122.31769460848759, 47.71958948699236), (-122.31737460853248, 47.71950848786751), (-122.31701560772574, 47.71944748877327), (-122.31618860777448, 47.719442490790556), (-122.31542160737324, 47.71943749232623), (-122.31480960752948, 47.71943449351268), (-122.31405760679934, 47.71944549548964), (-122.31269360665019, 47.71944349857167), (-122.31198760638816, 47.71943049960054), (-122.31134160641396, 47.719407501269124), (-122.31090560669756, 47.71940350180611), (-122.30998960582481, 47.71939550456075), (-122.30911860571369, 47.71938750589129), (-122.30728660596111, 47.719370510059214), (-122.30728761469314, 47.72120751008377), (-122.3072886145813, 47.72124850984483), (-122.3072886175743, 47.7218495098149), (-122.30734061981778, 47.72242950941262), (-122.30728962282278, 47.722988509612726), (-122.30729063089304, 47.72479950909583), (-122.30729163906048, 47.726593508690755), (-122.30909063985236, 47.72659750464824), (-122.30997863991777, 47.72660150306489), (-122.30998964490414, 47.727537502653895), (-122.3099996485497, 47.72844550256398), (-122.31002065690657, 47.73027950195113), (-122.31004066624504, 47.732103501564254), (-122.31006167399413, 47.73392650121215), (-122.31276367501526, 47.7339574953176), (-122.31545667544363, 47.733982489015816), (-122.31677367560782, 47.73399548560172), (-122.31813067605884, 47.734008482446015), (-122.32081467632652, 47.73403347677957), (-122.32223267647637, 47.73404647314809), (-122.32360267765314, 47.734059470020824), (-122.32358867254871, 47.73318447047167), (-122.32356467123611, 47.73287747035306), (-122.3235496705901, 47.73268347120188), (-122.32353466502015, 47.73153147130324), (-122.32353066340978, 47.731190471195305), (-122.32356663435108, 47.72494047249905), (-122.32357362984897, 47.723867472812664), (-122.3235796261511, 47.72310047309405), (-122.32358362312053, 47.72257647384143), (-122.32358562175267, 47.722319473744555), (-122.32359261753908, 47.72130847355348)),)}"
3,53033000202,Census Tract 2.02,2.02,91,0,44,4099,3524,2480,242,32,635,13,122,575,393,3706,2405,232,21,630,9,25,384,1694,3326,773,440,1718,1651,67,48,0,365.710683828,0.571422943556,"POLYGON ((-122.31006167399413 47.733926501212146, -122.31004066624504 47.732103501564254, -122.31002065690657 47.73027950195113, -122.3099996485497 47.728445502563986, -122.30998964490414 47.7275375026539, -122.30997863991777 47.7266015030649, -122.30909063985236 47.72659750464825, -122.30729163906048 47.72659350869075, -122.30729063089304 47.72479950909584, -122.30728962282278 47.72298850961272, -122.30734061981778 47.72242950941262, -122.3072886175743 47.72184950981491, -122.3072886145813 47.721248509844834, -122.30728761469314 47.72120751008377, -122.30728660596111 47.719370510059214, -122.30645360513012 47.71936351207424, -122.30593460596063 47.719358512972974, -122.30458260571135 47.719346516062345, -122.3038516045296 47.719339517978106, -122.30290360501814 47.71933152026051, -122.30187960398581 47.71932152213722, -122.30049260374298 47.7193145253577, -122.30031060458073 47.71931352584311, -122.29910460427024 47.71930652780561, -122.29790160372947 47.71929753086375, -122.2977166039926 47.71929653156544, -122.29632860408128 47.7192905342302, -122.29635061159873 47.72109853406207, -122.29637362037066 47.722905534027, -122.29639662886349 47.72470953367827, -122.29641963683856 47.726516533320655, -122.29644064376093 47.72791353272723, -122.29650665349808 47.72985353253941, -122.29654065419449 47.73015653257335, -122.29656365757766 47.73076353182778, -122.29655766335686 47.73198253166577, -122.29654766640286 47.73271953193252, -122.29653367169637 47.73379153154434, -122.29789067182104 47.73380252813818, -122.29924367258832 47.73381352581249, -122.3005996720122 47.73382452284738, -122.3019686724805 47.733835518987206, -122.30361267344949 47.73385351541573, -122.304587672604 47.733863513034294, -122.30485767348863 47.73386751281571, -122.30600767371416 47.733881510606004, -122.30618467346706 47.73388350992386, -122.30733967357209 47.73389650674421, -122.30805867418144 47.733903505341516, -122.30841267421307 47.733907504531906, -122.30870967347427 47.733911504081576, -122.31006167399413 47.733926501212146))",0.8597218833861917,0.6050256160039034,0.05903878994876799,0.00780678214198585,0.1549158331300317,0.0031715052451817514,0.029763356916321055,0.14027811661380823,0.09587704318126372,45.45602214061419,"{'type': 'Polygon', 'coordinates': (((-122.31006167399413, 47.73392650121215), (-122.31004066624504, 47.732103501564254), (-122.31002065690657, 47.73027950195113), (-122.3099996485497, 47.72844550256398), (-122.30998964490414, 47.727537502653895), (-122.30997863991777, 47.72660150306489), (-122.30909063985236, 47.72659750464824), (-122.30729163906048, 47.726593508690755), (-122.30729063089304, 47.72479950909583), (-122.30728962282278, 47.722988509612726), (-122.30734061981778, 47.72242950941262), (-122.3072886175743, 47.7218495098149), (-122.3072886145813, 47.72124850984483), (-122.30728761469314, 47.72120751008377), (-122.30728660596111, 47.719370510059214), (-122.30645360513012, 47.71936351207423), (-122.30593460596063, 47.71935851297298), (-122.30458260571135, 47.719346516062345), (-122.3038516045296, 47.719339517978106), (-122.30290360501814, 47.71933152026051), (-122.30187960398581, 47.719321522137214), (-122.30049260374298, 47.7193145253577), (-122.30031060458073, 47.719313525843106), (-122.29910460427024, 47.71930652780561), (-122.29790160372947, 47.71929753086375), (-122.2977166039926, 47.719296531565426), (-122.29632860408128, 47.7192905342302), (-122.29635061159873, 47.721098534062065), (-122.29637362037066, 47.72290553402699), (-122.29639662886349, 47.72470953367827), (-122.29641963683856, 47.72651653332066), (-122.29644064376093, 47.727913532727236), (-122.29650665349808, 47.72985353253941), (-122.29654065419449, 47.73015653257335), (-122.29656365757766, 47.73076353182776), (-122.29655766335686, 47.731982531665786), (-122.29654766640286, 47.73271953193252), (-122.29653367169637, 47.73379153154435), (-122.29789067182104, 47.73380252813818), (-122.29924367258832, 47.73381352581248), (-122.3005996720122, 47.733824522847364), (-122.3019686724805, 47.733835518987206), (-122.30361267344949, 47.73385351541573), (-122.304587672604, 47.73386351303431), (-122.30485767348863, 47.73386751281572), (-122.30600767371416, 47.733881510606), (-122.30618467346706, 47.73388350992386), (-122.30733967357209, 47.73389650674421), (-122.30805867418144, 47.733903505341495), (-122.30841267421307, 47.733907504531906), (-122.30870967347427, 47.73391150408157), (-122.31006167399413, 47.73392650121215)),)}"
4,53033000300,Census Tract 3,3,71,4,5,2820,2530,1753,172,24,460,0,121,290,256,2564,1690,169,10,453,0,19,223,1130,2279,541,276,1196,1139,57,33,0,299.225793449,0.467540302325,"POLYGON ((-122.34522468127989 47.73413442176659, -122.3452206792655 47.73383942196425, -122.34510367687353 47.73336942172295, -122.34509167208003 47.73231542222659, -122.3450896717781 47.732129422753566, -122.3450836691472 47.73162942286534, -122.34507766619349 47.73104442276272, -122.3450716645598 47.73049742289719, -122.34505165493131 47.72868342396941, -122.34370065560974 47.72867942731667, -122.3423486547885 47.728678429900846, -122.34091465421956 47.728678432967236, -122.3396436540717 47.72867843599672, -122.33829265442772 47.72867843881605, -122.3369396542586 47.7286774417526, -122.33558865424546 47.72867744493549, -122.33423065325172 47.728677447785294, -122.33155064742945 47.72738445479724, -122.33036964418854 47.72682345745286, -122.32889364023251 47.726121460489296, -122.32756463792369 47.725476463566416, -122.32652063447763 47.72496846664628, -122.32623863453205 47.72481246668155, -122.32503063028324 47.72407247016628, -122.32445362856343 47.72365947128414, -122.32420462805409 47.723480472035305, -122.3235796261511 47.72310047309406, -122.32357362984897 47.723867472812664, -122.32356663435108 47.724940472499064, -122.32353066340978 47.731190471195305, -122.32353466502015 47.731531471303235, -122.3235496705901 47.73268347120188, -122.32356467123611 47.73287747035306, -122.32358867254871 47.73318447047166, -122.32360267765314 47.73405947002082, -122.32447067753765 47.734066468542, -122.32453667787722 47.73406746785339, -122.32474767768754 47.73406846759992, -122.32499567720551 47.734070467424985, -122.32525967727447 47.73407246702825, -122.32533367697246 47.73406946686915, -122.32566867702592 47.73407646603507, -122.32622967721238 47.73408046410008, -122.32639567729883 47.73408146414023, -122.32889467763921 47.734100458638935, -122.33023967874858 47.73411045517853, -122.33159267866577 47.73412145260123, -122.33304367926249 47.73413244898925, -122.33376267878191 47.73413744778646, -122.33429067969226 47.73414244575279, -122.3353466798488 47.73414144391812, -122.33555968002513 47.73414144285048, -122.3359396789513 47.73414144281453, -122.33699667960126 47.73414044041219, -122.33808967947866 47.73413943727925, -122.33864467973477 47.734139436730594, -122.33970167966228 47.73413843356147, -122.34075767973297 47.734137431113155, -122.34104768022374 47.734137431272764, -122.34135068095688 47.734137430639755, -122.3424066800863 47.73413642823137, -122.34343868051782 47.734135425219286, -122.3440186805099 47.73413542377718, -122.34500768142667 47.73413442192229, -122.34511168079814 47.734134421724164, -122.34522468127989 47.73413442176659))",0.8971631205673759,0.6216312056737588,0.06099290780141844,0.00851063829787234,0.16312056737588654,0.0,0.042907801418439716,0.10283687943262411,0.09078014184397164,54.96291468148932,"{'type': 'Polygon', 'coordinates': (((-122.34522468127989, 47.73413442176658), (-122.3452206792655, 47.73383942196424), (-122.34510367687353, 47.73336942172295), (-122.34509167208003, 47.73231542222659), (-122.3450896717781, 47.732129422753566), (-122.3450836691472, 47.73162942286533), (-122.34507766619349, 47.73104442276273), (-122.3450716645598, 47.73049742289718), (-122.34505165493131, 47.72868342396941), (-122.34370065560974, 47.728679427316656), (-122.3423486547885, 47.72867842990084), (-122.34091465421956, 47.728678432967236), (-122.3396436540717, 47.72867843599672), (-122.33829265442772, 47.72867843881605), (-122.3369396542586, 47.7286774417526), (-122.33558865424546, 47.728677444935485), (-122.33423065325172, 47.7286774477853), (-122.33155064742945, 47.727384454797225), (-122.33036964418854, 47.72682345745286), (-122.32889364023251, 47.726121460489296), (-122.32756463792369, 47.725476463566416), (-122.32652063447763, 47.72496846664628), (-122.32623863453205, 47.72481246668154), (-122.32503063028324, 47.72407247016627), (-122.32445362856343, 47.72365947128413), (-122.32420462805409, 47.72348047203531), (-122.3235796261511, 47.72310047309405), (-122.32357362984897, 47.723867472812664), (-122.32356663435108, 47.72494047249905), (-122.32353066340978, 47.731190471195305), (-122.32353466502015, 47.73153147130324), (-122.3235496705901, 47.73268347120188), (-122.32356467123611, 47.73287747035306), (-122.32358867254871, 47.73318447047167), (-122.32360267765314, 47.734059470020824), (-122.32447067753765, 47.73406646854199), (-122.32453667787722, 47.7340674678534), (-122.32474767768754, 47.73406846759992), (-122.32499567720551, 47.73407046742498), (-122.32525967727447, 47.73407246702824), (-122.32533367697246, 47.73406946686916), (-122.32566867702592, 47.73407646603508), (-122.32622967721238, 47.73408046410008), (-122.32639567729883, 47.734081464140246), (-122.32889467763921, 47.734100458638935), (-122.33023967874858, 47.73411045517854), (-122.33159267866577, 47.734121452601215), (-122.33304367926249, 47.73413244898925), (-122.33376267878191, 47.73413744778646), (-122.33429067969226, 47.7341424457528), (-122.3353466798488, 47.73414144391813), (-122.33555968002513, 47.734141442850486), (-122.3359396789513, 47.73414144281454), (-122.33699667960126, 47.73414044041218), (-122.33808967947866, 47.734139437279254), (-122.33864467973477, 47.73413943673058), (-122.33970167966228, 47.734138433561476), (-122.34075767973297, 47.73413743111315), (-122.34104768022374, 47.73413743127276), (-122.34135068095688, 47.73413743063976), (-122.3424066800863, 47.73413642823138), (-122.34343868051782, 47.7341354252193), (-122.3440186805099, 47.73413542377718), (-122.34500768142667, 47.734134421922285), (-122.34511168079814, 47.734134421724164), (-122.34522468127989, 47.73413442176658)),)}"
5,53033000402,Census Tract 4.02,4.02,136,262,7,5174,4663,3571,307,39,519,12,215,511,428,4746,3491,295,32,519,12,34,363,1683,4328,846,391,2486,2389,97,181,0,444.495420639,0.694524094838,"POLYGON ((-122.36096862448917 47.72145439180141, -122.36097261530504 47.71964139187602, -122.36094960774037 47.7178223932322, -122.36092659919747 47.7160043939071, -122.36090459067786 47.71418639451785, -122.36089458642978 47.713429395363114, -122.36088158135064 47.71236839578443, -122.35960058186136 47.71236339793625, -122.35956758090406 47.71236339890685, -122.35932358183781 47.712363399409604, -122.35820258147886 47.71235940095707, -122.35753458042555 47.712356402721866, -122.35745058113011 47.7123564029555, -122.35686258073889 47.71235440399622, -122.35552358041238 47.712350407088174, -122.35419758088203 47.71234741031762, -122.35287158059377 47.712344412533014, -122.3515465805624 47.712342416062626, -122.35022157985217 47.71233941913468, -122.3501905707561 47.7105214197574, -122.35015956226023 47.70870542005106, -122.35014755894088 47.70800742048644, -122.35012855462652 47.70688942108403, -122.35012255219645 47.706510421135036, -122.34875455244268 47.706521424096756, -122.34741455197819 47.70653142703107, -122.3460735518715 47.70654143017329, -122.34473355129177 47.70655143307171, -122.34473855270606 47.706873432530934, -122.34475855865082 47.708048432430886, -122.34482857913397 47.71232543017144, -122.34484458325805 47.71330143035086, -122.34488959537323 47.71594442900009, -122.34495161292239 47.71957742711063, -122.34497162089663 47.721397426392045, -122.34498162540967 47.722307425963, -122.3449916297931 47.723244426289945, -122.34634063012173 47.72324642257941, -122.34656363080956 47.72323142236952, -122.34738263063159 47.723227420815064, -122.34815663024735 47.72322441868402, -122.35037663023465 47.72322841374693, -122.35163863057328 47.723228410969696, -122.35292363176981 47.72323240854887, -122.35420063159164 47.723236405706196, -122.35556163155725 47.72323940224033, -122.3555636368972 47.72428540229453, -122.35556564044427 47.725055402250746, -122.3576156400613 47.725065397576195, -122.35817364069271 47.72506839575254, -122.3582636403123 47.72506939545616, -122.35961264144159 47.725075392489586, -122.36096164079504 47.725082390154995, -122.36096363753472 47.72421639039287, -122.36096463221345 47.7232693904955, -122.36096862448917 47.72145439180141))",0.9012369540007731,0.6901816776188635,0.05933513722458446,0.007537688442211055,0.10030923850019327,0.0023192887514495554,0.041553923463471205,0.0987630459992269,0.08272129880170082,48.89499386092198,"{'type': 'Polygon', 'coordinates': (((-122.36096862448917, 47.72145439180141), (-122.36097261530504, 47.71964139187602), (-122.36094960774037, 47.717822393232204), (-122.36092659919747, 47.7160043939071), (-122.36090459067786, 47.71418639451785), (-122.36089458642978, 47.713429395363114), (-122.36088158135064, 47.71236839578443), (-122.35960058186136, 47.71236339793624), (-122.35956758090406, 47.71236339890685), (-122.35932358183781, 47.7123633994096), (-122.35820258147886, 47.71235940095707), (-122.35753458042555, 47.71235640272187), (-122.35745058113011, 47.71235640295549), (-122.35686258073889, 47.71235440399622), (-122.35552358041238, 47.712350407088174), (-122.35419758088203, 47.71234741031761), (-122.35287158059377, 47.71234441253299), (-122.3515465805624, 47.71234241606263), (-122.35022157985217, 47.712339419134686), (-122.3501905707561, 47.7105214197574), (-122.35015956226023, 47.70870542005106), (-122.35014755894088, 47.70800742048644), (-122.35012855462652, 47.70688942108403), (-122.35012255219645, 47.70651042113504), (-122.34875455244268, 47.70652142409676), (-122.34741455197819, 47.70653142703105), (-122.3460735518715, 47.70654143017329), (-122.34473355129177, 47.7065514330717), (-122.34473855270606, 47.70687343253094), (-122.34475855865082, 47.70804843243089), (-122.34482857913397, 47.712325430171425), (-122.34484458325805, 47.713301430350874), (-122.34488959537323, 47.71594442900009), (-122.34495161292239, 47.719577427110636), (-122.34497162089663, 47.72139742639203), (-122.34498162540967, 47.722307425962995), (-122.3449916297931, 47.72324442628994), (-122.34634063012173, 47.72324642257941), (-122.34656363080956, 47.72323142236953), (-122.34738263063159, 47.723227420815064), (-122.34815663024735, 47.72322441868402), (-122.35037663023465, 47.723228413746924), (-122.35163863057328, 47.7232284109697), (-122.35292363176981, 47.72323240854886), (-122.35420063159164, 47.7232364057062), (-122.35556163155725, 47.723239402240324), (-122.3555636368972, 47.72428540229453), (-122.35556564044427, 47.725055402250746), (-122.3576156400613, 47.72506539757619), (-122.35817364069271, 47.72506839575253), (-122.3582636403123, 47.72506939545616), (-122.35961264144159, 47.72507539248959), (-122.36096164079504, 47.725082390155), (-122.36096363753472, 47.724216390392854), (-122.36096463221345, 47.723269390495496), (-122.36096862448917, 47.72145439180141)),)}"
